draw,trend_estimate,post_break_estimate
201,0.0025637744156257656,-0.008228640012127638
202,0.0068848577779345235,0.016489226518850972
203,-0.004591458423450115,-0.018445601613092652
204,0.009232379486035142,0.004653953419320331
205,-0.006687212080716015,0.00230390490457099
206,0.00020086150865046906,-0.00834660028024383
207,-0.003271654178763993,0.014968739613642429
208,-0.005508883031352385,-0.00303087398809887
209,-0.00942199752069342,0.00238449351644629
210,0.013297044558748824,-0.028987491128861585
211,0.00482544086863622,-0.01167748192470065
212,0.010086377709535223,-0.01665719330429362
213,-0.0026373822781033877,0.01020562108994354
214,0.014362027714403074,-0.016894670787730937
215,0.005234411687079837,-0.012326297101038362
216,0.011273748312733842,-0.0070315707524807175
217,-0.007183577826436801,0.010594220744458881
218,0.001667543980730205,-0.011238418135029158
219,0.0005368708759418989,-0.010934305792295911
220,0.015846542907341568,-0.04026496454625476
221,0.01286130955881442,-0.021186048660884742
222,-0.0039016849680947653,0.010219554272482941
223,0.012336227035109943,-0.0198893651557528
224,0.002672967594209298,-0.0194380210208923
225,0.0064930545085106935,0.005074902805784834
226,0.006957906786603215,-0.023881557150276622
227,0.0038618512612804898,0.0045588239622124035
228,0.0022589175482592995,-0.008465539819928918
229,-0.006587490024727754,0.00576241152305193
230,0.0014665396461716728,-0.00509417686273482
231,0.007798084411197444,-0.015749473062223754
232,0.005795322801674914,-0.022668791828090597
233,-0.002227766554506793,0.0022366497963467215
234,0.005999364737634558,0.00750150060445641
235,-0.0006907111685992128,0.009251523943922615
236,0.009865604710451087,-0.023082342217158276
237,4.042548556066326e-05,0.0014257453349488837
238,-0.0004127119694724672,-0.019215961373076587
239,-0.00041536595708359077,0.0013960002935528486
240,-0.011667891358381588,-0.006537117770440637
241,-0.0027463021750412284,0.006130689360889272
242,0.011046010603239769,-0.005710284325033635
243,0.004412268955839417,-0.011360941363829796
244,0.010206406065263438,-0.008356631489900082
245,0.017497526890304982,-0.023581767406401777
246,0.00014618827317383794,0.011882996247867539
247,0.0024214951492380586,-0.030221291001454972
248,-0.010581547807924571,-0.0054495482232186365
249,-0.006574715518206292,-0.011796947983724562
250,0.007684206517236076,-0.010401195403099875
251,0.0040919691304089015,-0.01983502017877047
252,0.0021098470763747344,-0.010544719986091734
253,-0.0115192457399564,0.020895612835630975
254,0.0019413694864737763,0.01785560777648
255,0.0044802001707889665,0.005281523660509199
256,0.021936031178119035,-0.05567989715891708
257,0.018413630979606133,-0.03798180151477052
258,-0.003291924799807529,0.01420933941894036
259,0.003312719992987625,-0.012492382183573944
260,0.008514467963836536,-0.02143920807139845
261,0.013750623390480705,-0.02401011912304185
262,-0.001696851705366197,0.013032519928946343
263,0.002169500931858418,0.003026180799759276
264,0.0015187064972286227,0.002854500010750393
265,0.01834770273803765,-0.030647118642524562
266,-0.0064379997770277015,0.023825086917207996
267,-0.008211649964860322,0.012412305149112589
268,0.012598635480557322,-0.021568011813690495
269,0.020713033268738003,-0.03459764688942203
270,0.007403619200318144,-0.019365843873080463
271,0.007501227943613721,0.015983518639206287
