draw,estimate
838,0.012215144276248733
839,-0.01673951031040073
840,-0.006655235921328678
841,0.02125628818895098
842,0.021456210729338083
843,-0.016964755110175936
844,0.027583618523903706
845,0.00999213602080049
846,0.004402431528583861
847,0.011134834226903777
848,-0.010489765338015478
849,0.019401652509925007
850,0.02359214483615344
851,0.011881635559890465
852,0.03162507640147285
853,-0.004681246409852283
854,0.014291284873487901
855,0.028618853500146302
856,-0.00562816961037855
857,0.010709078410345742
858,0.019638474836047814
859,0.00997361975631776
860,-0.018796131739077737
861,0.002524711701803137
862,-0.007374062728491399
863,0.012985850672851738
864,0.014148577115880497
865,0.022187357064499237
866,0.01980555345883194
867,0.0033283775724675104
868,-0.0069394105041381505
869,0.0041671306226328175
870,0.020207703719679785
871,-0.0012628972273784143
872,0.024979238622212584
873,-0.025323504232118408
874,0.0008971703603342961
875,0.0162164432045421
876,0.013854301346042049
877,-0.017749279445573755
878,0.016755105127060556
879,0.013914011328133512
880,-0.0015528438251400391
881,0.009733793618728843
882,0.025196539869790376
883,0.02875854034529024
884,-0.00857083877039452
885,-0.010443428485028104
886,-0.017540314862228144
887,0.012482162695538796
888,-0.012891176773651532
889,-0.010775143945098495
890,-0.015258362539169625
891,0.033955155046395215
892,-0.004699035555279604
893,-0.0008445772964305532
894,0.005319506618447139
895,0.027097459641220244
896,-0.011309791845171975
897,0.01480768290672358
898,0.005330064641209845
899,-0.01661163059257331
900,-0.006068145952704367
901,0.014205442669026794
902,-0.01606777986578657
903,0.016037150956662367
904,-0.008597819832608964
905,0.0002742098965371517
906,0.0029524685374787665
907,-0.009644028773696137
908,0.004574271575861932
909,0.014766434493817667
910,-0.00192853845003367
911,0.0059076364582669695
912,-0.007984300224951758
913,0.008066292770334589
914,0.005622459891774222
915,-0.013387965370992077
916,-0.027763575290587147
917,-0.006956101208248569
918,-0.014556019578476126
919,0.005875017732833682
920,0.002787613345545836
921,0.006820294621357257
922,0.007928990926373874
923,-0.009562001594417521
924,0.02006499747436384
925,0.0026987669905657406
926,-0.006966846050178444
927,-0.0018791613711629435
928,0.00654502174427215
929,0.02658355146548349
930,0.0035556072412603794
931,0.001957725227078942
932,0.002990502835465779
933,0.0036364871064120813
934,0.0343635716109099
935,0.03394383007569102
936,0.009482083557169303
937,0.013542601996662507
938,-0.008948252727328222
939,0.020520817523204452
940,-0.03776899659148259
941,0.022186974137312097
942,-0.02823122579833002
943,-0.0037356118175577613
944,0.0007095657044659872
945,-0.009009777306471746
946,0.010467489867381583
947,0.018871389000076816
948,0.0015795248034181427
949,0.008553397267227213
950,0.024586550579606247
951,0.007640114263147898
952,-0.0009899549027264428
953,0.029678142142350226
954,0.0018520644041252975
955,-0.005605153973404925
956,-0.009549095484184119
957,-0.008017806116796738
958,0.017644633440848795
959,0.0117298196870457
960,0.0006170792492475537
961,-0.008781591823172544
962,0.005799110746755846
963,0.006447317949334553
964,0.002650821869591934
965,-0.002441438837397475
966,-0.013643106206472478
967,-0.007490167327812368
968,0.0017298062399820821
969,-0.015816087132156174
970,0.007793666827735618
971,0.008317124501490702
972,0.00682196915140409
973,0.015189812577121655
974,0.003966522386308003
975,-0.009746306265254794
976,-0.0336077183613538
977,-0.014581120936490758
978,0.013073051381574614
979,-0.0036362051051143955
980,0.006709638305309748
981,-0.01019109347207669
982,-0.006902215402352887
983,0.0075553894551932035
984,-0.01772685520610965
985,0.007088435776099417
986,0.014147448916175129
987,0.00830958373721773
988,-0.03475782146835135
989,-0.018072332099819198
990,0.02282462678106224
991,0.013251973571773289
992,-0.01056122182246518
993,0.00796634702676414
994,-0.01681039363519718
995,0.0018065072711597383
996,0.022489964440022884
997,0.013527503994288202
998,0.014215563537949229
999,0.017436570139643264
